index,weight
1,0.018561977537986066
8,0.013049530989019181
10,0.011234077566829166
5,0.010816391623794854
2,0.009951068845971758
6,0.009951008076537631
4,0.009458995418493243
13,0.007895844333822167
15,0.007403790589561008
14,0.0072512810414836655
3,0.006765670542416568
7,0.006563113897935667
9,0.006563113897935667
11,0.006563113897935667
16,0.005716219899743404
12,0.005358109949871702
17,0.005358109457044917
18,0.005358109457044917
19,0.005358109457044917
20,0.005358109457044917
21,0.005358109457044917
22,0.005358109457044917
23,0.005358109457044917
24,0.005358109457044917
25,0.005358109457044917
26,0.005358109457044917
27,0.005358109457044917
28,0.005358109457044917
29,0.005358109457044917
30,0.005358109457044917
31,0.005358109457044917
32,0.005358109457044917
33,0.005358109457044917
34,0.005358109457044917
35,0.005358109457044917
36,0.005358109457044917
37,0.005358109457044917
38,0.005358109457044917
39,0.005358109457044917
40,0.005358109457044917
