index,weight
1,0.025854348996491073
8,0.012716699701103968
11,0.011672132640075838
10,0.010505925767264248
5,0.007111514208775745
2,0.006542583696158755
6,0.00654253884645156
4,0.006237151575535744
7,0.0046772083365466165
9,0.0046772083365466165
3,0.004199447776244586
13,0.004059915809650016
15,0.0037544980468228384
14,0.0037284910076476998
16,0.00268937361312502
66,0.002689373483267359
67,0.002689373483267359
68,0.002689373483267359
12,0.00259468680656251
17,0.0025946867416336795
18,0.0025946867416336795
19,0.0025946867416336795
20,0.0025946867416336795
21,0.0025946867416336795
22,0.0025946867416336795
23,0.0025946867416336795
24,0.0025946867416336795
25,0.0025946867416336795
26,0.0025946867416336795
27,0.0025946867416336795
28,0.0025946867416336795
29,0.0025946867416336795
30,0.0025946867416336795
31,0.0025946867416336795
32,0.0025946867416336795
33,0.0025946867416336795
34,0.0025946867416336795
35,0.0025946867416336795
36,0.0025946867416336795
37,0.0025946867416336795
38,0.0025946867416336795
39,0.0025946867416336795
40,0.0025946867416336795
41,0.0025946867416336795
42,0.0025946867416336795
43,0.0025946867416336795
44,0.0025946867416336795
45,0.0025946867416336795
46,0.0025946867416336795
47,0.0025946867416336795
48,0.0025946867416336795
49,0.0025946867416336795
50,0.0025946867416336795
51,0.0025946867416336795
52,0.0025946867416336795
53,0.0025946867416336795
54,0.0025946867416336795
55,0.0025946867416336795
56,0.0025946867416336795
57,0.0025946867416336795
58,0.0025946867416336795
59,0.0025946867416336795
60,0.0025946867416336795
61,0.0025946867416336795
62,0.0025946867416336795
63,0.0025946867416336795
64,0.0025946867416336795
65,0.0025946867416336795
69,0.0025946867416336795
70,0.0025946867416336795
71,0.0025946867416336795
72,0.0025946867416336795
73,0.0025946867416336795
74,0.0025946867416336795
75,0.0025946867416336795
76,0.0025946867416336795
77,0.0025946867416336795
78,0.0025946867416336795
79,0.0025946867416336795
80,0.0025946867416336795
