index,weight
328,0.014603580476840518
131,0.010776352761867468
1,0.008871197463273035
10,0.007374170557079045
8,0.005522344823565021
1353,0.003979739209704023
2,0.0038572939481563377
5,0.0037245848386573293
11,0.003710153633538297
501,0.0032612774132162146
6,0.003152744299242333
4,0.0031512844251326915
15,0.0030591722185410912
541,0.002946693893587868
1006,0.002400703453475349
1015,0.0021911066615539353
93,0.002170207264289035
7,0.002109221277064026
9,0.002109221277064026
1693,0.002067283066288574
1174,0.0020303036537405498
505,0.0018654381727468612
327,0.0018104471289444055
1765,0.0017726476661086236
3,0.0017677533247890639
1184,0.001749743208145272
326,0.0016597772676923911
107,0.001631553986626279
315,0.001620003135087703
1360,0.0015919183570501114
1361,0.0015851443466397457
1362,0.0015851443466397457
1363,0.0015851443466397457
1364,0.0015851443466397457
3005,0.001520370137986227
186,0.0013785782273122577
2994,0.0013561624217960594
133,0.0013483531698808724
3038,0.0013330458516040106
628,0.0013211001317323244
876,0.0013019681161419365
1763,0.0012936939422860119
3561,0.001289287715278364
866,0.0012851934858902354
869,0.0012811995765485693
859,0.0012810848328594204
863,0.0012800293811328922
3049,0.001278965968019109
632,0.0012705240303011493
872,0.0012491971211919305
871,0.0012406035245980957
868,0.0012315112635834762
861,0.001228518621746497
1323,0.0011953721363982055
875,0.001159260430875083
87,0.0011578572537853872
488,0.00115749693420318
13,0.0011563768648551996
862,0.0011290598649994544
870,0.0011186904301501235
1690,0.0011181274756292302
873,0.0011165036112726575
3040,0.0011117331966894717
860,0.0011093780059630509
3562,0.001107083857577864
867,0.0011069935084060901
874,0.0010968006063678463
865,0.0010949124464747738
1350,0.0010296924546860558
856,0.0010154029155284693
3044,0.0009917320870481599
712,0.0009906260181247342
3036,0.0009436374078037503
3050,0.0009405226911730463
3031,0.0009389356404495497
3566,0.0009370114443762519
138,0.0009321697150009666
3048,0.0009301969151182932
543,0.0009257563980976047
3039,0.0009243575475586412
3032,0.000921572285315234
1694,0.0009195185908575002
3046,0.0009051345569401596
3045,0.0009018026479197326
3033,0.000897795691395133
3042,0.0008936012010921104
3035,0.0008902029454418446
3034,0.0008818837941856943
627,0.000875420079517694
631,0.000875420079517694
826,0.0008668039965902887
3025,0.00086199781997195
3047,0.0008607084877081676
3085,0.0008605904021271484
3037,0.0008548946210288426
864,0.0008515521771096637
3041,0.0008499829090617307
141,0.0008402629877447207
857,0.000826769706604256
838,0.0008233119124139228
3043,0.0008196660922370603
2974,0.0008136092582478815
630,0.0008120572252267507
106,0.000810024509374397
3004,0.0008058746193641803
183,0.0008030816970859403
338,0.0007894268555269102
3006,0.0007851850689931048
629,0.0007803457664665156
1080,0.0007784751643537483
1691,0.0007776309887408766
336,0.0007732990801400787
337,0.0007732990801400787
858,0.0007708782747913625
335,0.0007700557927612547
1956,0.00076229794487666
1005,0.0007536795690855865
340,0.0007516311885829959
341,0.0007516311885829959
339,0.000750684729995599
342,0.000750684729995599
1009,0.0007463764233958995
3026,0.0007403553993391147
1012,0.0007386894028356401
854,0.000735967169056705
489,0.0007353179607249837
3521,0.0007333864995203832
1941,0.0007273160360715827
1688,0.0007124292731848659
3522,0.000665440632519699
879,0.0006621498345071289
961,0.000649886535249554
877,0.0006477973503110372
132,0.0006312076346430189
1169,0.0006228922538020489
510,0.000620381365684618
512,0.000620381365684618
514,0.000620381365684618
515,0.000620381365684618
3064,0.0006179067927668899
1017,0.0006149616448207346
545,0.0006142048115417855
511,0.0006136073552742522
725,0.0006133180822145702
911,0.0006119017784257741
855,0.0006103447667356416
880,0.0006084566068425689
2995,0.0006070332452709668
878,0.0006018235699867514
3579,0.0006012044534471631
502,0.0005823843503341105
1935,0.0005664783890358232
539,0.0005647822645383221
3560,0.0005632888824912341
1695,0.0005612010284266816
14,0.0005569991270917484
3520,0.0005464593742361153
3564,0.0005454110138378702
140,0.0005385822680678605
3611,0.0005352194876136209
2997,0.0005300196424372441
3567,0.0005251807864759028
97,0.0005221644141182347
1007,0.0005215291400462856
