index,weight
330,0.005127369413976261
138,0.003995159529786952
132,0.0027759483344568232
10,0.002232244824386172
1004,0.002015676005865935
1,0.0019264034630363423
1348,0.0016366737210282293
8,0.0013487598257192637
1013,0.001305296489019348
2,0.001071246955999438
11,0.0009888001311895889
137,0.0009831587553396821
15,0.000963497732491117
7,0.0009283692429837939
5356,0.0008555480861350095
6,0.0007630119430651964
4,0.0007437703942460997
95,0.0007318055587353244
328,0.000699769448413589
187,0.0006922856889652119
486,0.0006906281739844486
5,0.000681036753101536
1352,0.0006653164830006736
329,0.0006382568848503507
2077,0.0006273474117195586
2078,0.0006273474117195586
2079,0.0006273474117195586
2080,0.0006273474117195586
2081,0.0006273474117195586
5395,0.0005869456646767815
134,0.0005785832851523954
6842,0.0005251072146569422
6846,0.0005251072146569422
3399,0.0004915505934617586
5484,0.0004775929401811952
4953,0.00043197270230595035
4954,0.00041546704218876484
1003,0.00041396773425543884
317,0.0004063643882699047
3388,0.0004057831954316412
3,0.000397932923613366
135,0.00039557191779169117
3383,0.0003946926190928699
3390,0.00039269543423704837
3400,0.0003908507902741512
949,0.00038546696671856755
974,0.0003850741804102652
3394,0.00038238896958161064
948,0.0003814967296785359
5240,0.00038054009108370006
3937,0.0003785126918942092
969,0.0003685969382386787
1010,0.00036834450434515374
1007,0.000366685202345364
970,0.0003661898472558901
9,0.00036609345376396033
5451,0.0003521434005098483
3386,0.0003505004515361843
3389,0.0003498773325414771
952,0.00034911566604431014
950,0.0003486596808780867
3395,0.0003483059263136154
3387,0.00034797980124771726
3382,0.00034739170897697094
967,0.00034573715771679745
3381,0.0003445321987766031
3398,0.0003444136065440153
3384,0.00034385694714014655
3435,0.0003426808428418332
957,0.0003418708108120327
3385,0.0003418689803223903
953,0.0003416582275931866
956,0.00034159258600186784
3392,0.000341183889476491
3396,0.000341183889476491
951,0.0003410560919618099
954,0.0003410560919618099
955,0.0003410560919618099
958,0.0003410560919618099
959,0.0003410560919618099
960,0.0003410560919618099
961,0.0003410560919618099
962,0.0003410560919618099
963,0.0003410560919618099
964,0.0003410560919618099
965,0.0003410560919618099
966,0.0003410560919618099
968,0.0003410560919618099
5439,0.0003378975844086718
3391,0.000337868261993572
3397,0.0003355106073068964
13,0.0003342599780430517
