index,weight
93,0.006978122195294798
310,0.004663923809853652
5,0.0045728007431395925
322,0.004539608454275084
1,0.004154951637030055
8,0.0034062750824782302
10,0.00320486409167079
313,0.00312550651899558
231,0.002996057576482008
186,0.0029782567508138858
2,0.0028975713168104336
4,0.002867488351616967
6,0.002851416722272201
288,0.002521039897218191
11,0.0024503622660234756
323,0.0024389745558977575
87,0.0024327386845784406
302,0.0021494551737541814
321,0.002135326934956318
3,0.0020940885937165217
319,0.0018565550180101944
311,0.0018023364187371013
138,0.0017889449128915347
107,0.0017710305277957802
92,0.0016462482908549336
97,0.0016279190456583445
317,0.0015583023194413027
318,0.0015583023194413027
147,0.0015207748500265712
157,0.0015207748500265712
158,0.0015207748500265712
144,0.0014654486197452818
145,0.0014654486197452818
148,0.0014654486197452818
150,0.0014654486197452818
149,0.001454274182054662
161,0.001454274182054662
303,0.0014523907268759158
160,0.0014250530377914509
94,0.0014197762071015143
142,0.0013298737530890608
330,0.0012533878717188348
331,0.0012533878717188348
332,0.0012533878717188348
333,0.0012533878717188348
334,0.0012533878717188348
335,0.0012533878717188348
336,0.0012533878717188348
337,0.0012533878717188348
346,0.0012533878717188348
348,0.0012533878717188348
349,0.0012533878717188348
351,0.0012533878717188348
355,0.0012533878717188348
356,0.0012533878717188348
360,0.0012223199383130288
141,0.0010423126224615895
132,0.0010273385022330018
137,0.0010157935318971043
14,0.0009910855326402783
15,0.0009841317422097156
140,0.0009776766198832487
13,0.0009615220987952799
106,0.0009467285787353845
307,0.0009310516743499782
139,0.0008912667471678768
182,0.0008585237500160712
99,0.0008514336593086838
131,0.0008452500840296051
133,0.0008431625736024493
136,0.0008365828044122519
183,0.0008150546463821923
312,0.0008037271609982779
55,0.0008011335235432206
7,0.0008003355112816597
9,0.0008003355112816597
134,0.0007877733371527094
156,0.0007788654188873598
210,0.0007733159174863273
300,0.0007733159174863273
324,0.0007465218562363696
325,0.0007465218562363696
326,0.0007465218562363696
327,0.0007465218562363696
328,0.0007465218562363696
329,0.0007465218562363696
338,0.0007465218562363696
339,0.0007465218562363696
340,0.0007465218562363696
341,0.0007465218562363696
342,0.0007465218562363696
343,0.0007465218562363696
344,0.0007465218562363696
345,0.0007465218562363696
347,0.0007465218562363696
350,0.0007465218562363696
352,0.0007465218562363696
353,0.0007465218562363696
354,0.0007465218562363696
208,0.0007448741494976024
146,0.0007015661189136675
179,0.0006752825216538591
162,0.0006723253473183469
228,0.0006576625818830067
306,0.000642665005423753
189,0.0006315706339613428
314,0.0006177208881796898
295,0.000591175052007512
155,0.0005905569873364662
