rank,index,url
1,244,http://baidu.com
2,10,http://baidu.com/duty
3,1,https://baidu.com
4,8,http://home.baidu.com
5,242,http://cyberpolice.cn/wfjb
6,2,http://news.baidu.com
7,5,http://v.baidu.com
8,6,http://tieba.baidu.com
9,4,http://map.baidu.com
10,241,http://12377.cn
11,26,http://baidu.com/more
12,23,http://music.baidu.com
13,229,http://miercn.com
14,422,http://qingting.baidu.com/index?pid=4
15,245,http://wenku.baidu.com
16,461,http://ai.baidu.com
17,754,https://cloud.baidu.com
18,3,http://hao123.com
19,550,https://hao123.com
20,25,http://zhidao.baidu.com
21,418,http://list.video.baidu.com/iph_promote.html
22,150,http://cnki.net
23,24,http://image.baidu.com
24,459,https://passport.baidu.com/export/app/index.html
25,826,https://anquan.baidu.com/forum
26,207,http://58pic.com
27,221,http://37.com
28,810,http://video.baidu.com
29,463,http://apollo.auto
30,545,https://passport.baidu.com/v2/?reg&tpl=service_feedback&u=
31,549,http://ir.baidu.com/phoenix.zhtml?c=188488&p=irol-irhome
32,11,http://jianyi.baidu.com
33,419,http://player.baidu.com/yingyin.html
34,252,http://v.baidu.com/tv
35,253,http://v.baidu.com/movie
36,254,http://v.baidu.com/show
37,255,http://v.baidu.com/comic
38,256,http://v.baidu.com/channel/shaoer
39,257,http://v.baidu.com/channel/amuse
40,258,http://v.baidu.com/channel/star
41,259,http://v.baidu.com/live
42,268,http://v.baidu.com/channel/short/tiyu
43,270,http://v.baidu.com/channel/rr
44,271,http://v.baidu.com/top
45,273,http://v.baidu.com/square
46,277,http://v.baidu.com/musicindex
47,278,http://v.baidu.com/gameindex
48,7,http://baidu.com/bdorz/login.gif?login&tpl=mn&u=http%3A%2F%2Fbaidu.com%2f%3fbdorz_come%3d1
49,9,http://ir.baidu.com
50,230,http://tiexue.net
51,866,http://developer.baidu.com
52,423,http://top.baidu.com
53,547,https://passport.baidu.com/center
54,427,http://zhidao.baidu.com/q?ct=17&pn=0&tn=ikaslist&rn=10&
55,428,http://baidu.com/sf/vsearch?pd=video&tn=vsearch&ct=301989888&rn=20&pn=0&db=0&s=21&rsv_spt=11&
56,429,http://music.baidu.com/search?fr=tieba&
57,431,http://map.baidu.com/m?fr=map006&
58,432,http://wenku.baidu.com/search?fr=tieba&lm=0&od=0&
59,243,http://bjjubao.org
60,222,http://gamersky.com
61,597,http://help.baidu.com/question
62,598,http://baidu.com/search/jubao.html
63,412,http://v.baidu.com/channel/xiaopin
64,413,http://v.baidu.com/channel/beauty
65,414,http://v.baidu.com/channel/history
66,415,http://v.baidu.com/channel/music
67,416,http://v.baidu.com/channel/short/vshenghuo
68,417,http://v.baidu.com/gcdance/index
69,420,http://service.baidu.com/question?prod_en=video
70,421,http://v.baidu.com/videoop.html
71,424,http://v.baidu.com/license.html
72,238,http://hao123.com/feedback
73,456,https://tieba.baidu.com/tb/cms/tieba-fe/tieba_promise.html
74,14,http://app.hao123.com/app
75,66,http://xyx.hao123.com
76,553,http://xueshu.baidu.com
77,237,http://hao123.com/sitemap
78,236,http://hao123.com/redian/problem.htm
79,552,https://passport.baidu.com/v2/?login&tpl=mn&u=http%3A%2F%2Fbaidu.com%2F&sms=5
80,554,http://baidu.com/gaoji/preferences.html
81,546,https://ikefu.baidu.com/web/bdhelp
82,548,http://baozhang.baidu.com/guarantee
83,76,http://hao123.com/xingzuonew.html
84,77,http://hao123.com/gaoxiao
85,63,http://v.hao123.baidu.com/dianshi
86,64,http://v.hao123.baidu.com/zongyi
87,67,http://v.hao123.baidu.com/dianying
88,69,http://v.hao123.baidu.com/dongman
89,68,http://live.hao123.com
90,80,http://hao123.com/exam
91,860,http://zhanzhang.baidu.com
92,79,https://hao123.com/haoxue
93,766,https://passport.baidu.com/v2/?reg&tpl=ik&color=green&u=
94,800,http://help.baidu.com/question?prod_id=9&class=325&id=2760
95,520,http://union.baidu.com/customerLogin.html?fromu=http%3A%2F%2Funion.baidu.com%2F
96,232,http://news.ifeng.com/mil
97,725,https://itunes.apple.com/cn/app/id468623917?mt=8
98,457,http://net.china.cn/chinese/index.htm
99,61,http://cac.gov.cn
100,226,http://huanqiu.com
101,105,http://ifeng.com
102,425,https://baidu.com/s?cl=3&
103,98,http://sina.com.cn
104,102,http://163.com
105,808,http://bit.baidu.com
106,51,http://xinhuanet.com
107,246,http://v.baidu.com/tv/28397.htm?frp=browse
108,247,http://v.baidu.com/show/23001.htm?frp=browse
109,248,http://v.baidu.com/tv/28488.htm?frp=browse
110,249,http://v.baidu.com/tv/28472.htm?frp=browse
111,250,http://v.baidu.com/tv/28437.htm?frp=browse
112,251,http://v.baidu.com/show/22985.htm?frp=browse
113,260,http://zhibo.v.baidu.com/9xiu?pagetab=daohangzb
114,261,http://v.baidu.com/channel/short/xiaopin
115,262,http://v.baidu.com/channel/short/history
116,263,http://v.baidu.com/channel/short/junshi
117,264,http://v.baidu.com/channel/short/countrysidedaren
118,265,http://v.baidu.com/channel/short/music
119,266,http://v.baidu.com/channel/short/lieqi
120,267,http://v.baidu.com/channel/short/lvyou
121,269,http://v.baidu.com/channel/short/food
122,272,http://v.baidu.com/house
123,274,http://v.baidu.com/zhaoshang
124,275,http://v.baidu.com/channel/short/life
125,276,http://v.baidu.com/channel/short/fasion
126,872,https://su.baidu.com
127,55,http://china.com.cn
128,231,http://mil.huanqiu.com
129,857,http://ai.baidu.com/index
130,878,http://mtc.baidu.com
131,854,https://jiaoyu.baidu.com/topic/bsplatform/overview
132,756,http://y.taihe.com
133,888,http://hiapk.com
134,282,http://zhibo.v.baidu.com/9xiu
135,711,http://musicshow.qianqian.com/?pst=showbdyx
136,712,http://cloudmusic.qianqian.com
137,713,http://q.url.cn/CDGiX8?_type=wpa&qidian=true
